,DATE,DEALAMOUNT,BUILDINGYEAR,BUILDINGFLOORS,NEIGHBORHOOD,ROOMNUM,FLOOR,ASSETMETER,long,lat,Distance_From_Sea,AVG_SALARY
0,2022,2019000.0,1970,4.0,0,4.0,5.0,70.0,661887.81,182342.5,5108.0,5574
1,2022,3410000.0,1940,2.0,1,4.0,2.0,94.0,661229.19,178777.2,1936.0,4863
2,2022,3900000.0,2019,4.0,2,5.0,22.0,137.0,661876.0131,181306.8267,4130.0,5655
3,2022,3900000.0,2019,4.0,2,5.0,22.0,137.0,661853.4802,181259.9201,4092.0,5655
4,2022,3200000.0,1950,1.0,1,3.5,1.0,74.0,661382.88,179405.09,2483.0,4863
5,2022,2100000.0,1970,4.0,0,4.0,6.0,70.0,661887.81,182342.5,5108.0,5574
6,2022,4555000.0,2020,3.0,3,3.0,4.0,67.0,662899.6613,178612.8646,1250.0,7827
7,2022,4555000.0,2020,3.0,3,3.0,4.0,67.0,662912.1833,178610.7625,1244.0,7827
8,2022,2300000.0,1992,7.0,4,3.0,4.0,75.0,660704.31,178100.7,1461.0,4634
9,2022,3700000.0,1948,3.0,5,3.0,6.0,80.0,666405.88,178972.91,479.0,9233
10,2022,6800000.0,1958,3.0,6,4.0,1.0,117.0,664767.88,179294.2,1303.0,8860
11,2022,3150000.0,1950,2.0,5,2.0,1.0,59.0,667049.19,178828.3,137.0,9233
12,2022,3882000.0,2023,3.0,7,2.0,7.0,55.0,665715.19,180304.09,1960.0,10649
13,2022,2772000.0,2022,5.0,8,3.0,3.0,69.0,661898.5,177028.09,65.0,4533
14,2022,4957000.0,2022,3.0,9,4.0,13.0,104.0,661030.69,177636.41,917.0,4465
15,2022,4957000.0,2022,3.0,9,4.0,13.0,111.0,661030.69,177636.41,917.0,4465
16,2022,4957000.0,2022,3.0,9,5.0,13.0,122.0,661030.69,177636.41,917.0,4465
17,2022,4957000.0,2022,3.0,9,4.0,13.0,111.0,661030.69,177636.41,917.0,4465
18,2022,4957000.0,2022,3.0,9,5.0,13.0,122.0,661030.69,177636.41,917.0,4465
19,2022,4957000.0,2022,3.0,9,5.0,13.0,119.0,661030.69,177636.41,917.0,4465
20,2022,4050000.0,1950,4.0,5,2.0,2.0,63.0,666088.5,179234.8,828.0,9233
21,2022,5050000.0,1998,9.0,10,4.0,2.0,102.0,668573.5,180368.0,1114.0,9828
22,2022,7400000.0,1950,3.0,11,3.0,1.0,95.0,664354.69,179206.59,1351.0,8531
23,2022,2677000.0,1930,2.0,11,2.0,1.0,49.0,663945.8846,178301.2913,623.0,8531
24,2022,6450000.0,1960,3.0,5,4.0,5.0,100.0,666508.62,178743.0,228.0,9233
25,2022,3550000.0,1970,7.0,12,4.0,2.0,87.0,663407.19,180757.7,3123.0,5756
26,2022,5450000.0,1960,2.0,13,3.0,4.0,78.0,666872.88,179827.8,1141.0,10004
27,2022,3851000.0,1960,3.0,14,2.0,5.0,55.0,665478.38,180206.8,1943.0,10109
28,2022,7500000.0,1946,4.0,13,4.0,1.0,115.0,666843.19,180325.0,1622.0,10004
29,2022,3327000.0,2025,9.0,0,4.0,7.0,107.0,662142.81,182116.8,4813.0,5574
30,2022,4950000.0,1965,3.0,13,3.0,3.0,70.0,666805.0,179969.7,1297.0,10004
31,2022,2019000.0,1970,4.0,0,4.0,5.0,70.0,661887.81,182342.5,5108.0,5574
32,2022,2500000.0,1950,2.0,8,3.0,0.0,66.0,660906.6831,176862.7144,223.0,4533
33,2022,2670000.0,1970,4.0,15,3.0,4.0,102.0,661608.88,182276.41,5134.0,6064
34,2022,2400000.0,2002,7.0,11,2.0,4.0,33.0,663956.5416,178484.6935,793.0,8531
35,2022,2800000.0,1979,3.0,16,2.0,1.0,52.0,669393.12,183295.41,3629.0,9793
36,2022,3930000.0,1970,7.0,17,4.0,2.0,78.0,669149.88,180747.0,1290.0,9580
37,2022,4980000.0,2022,3.0,9,5.0,14.0,119.0,661030.69,177636.41,917.0,4465
38,2022,3650000.0,2016,7.0,18,3.0,4.0,62.0,662577.88,178879.0,1605.0,4988
39,2022,2460000.0,1940,3.0,5,3.0,2.0,57.0,665868.12,179384.59,1040.0,9233
40,2022,3500000.0,1960,3.0,19,2.0,1.0,45.0,668265.81,180669.5,1497.0,7837
41,2022,1500000.0,1950,4.0,20,2.0,1.0,30.0,661826.2856,178942.5537,1903.0,4583
42,2022,4600000.0,1970,4.0,17,3.0,1.0,89.0,669301.81,180890.09,1377.0,9580
43,2022,2600000.0,2008,17.0,3,2.0,3.0,52.0,662486.62,178589.626,1359.0,7827
44,2022,3728000.0,2020,20.0,21,5.0,7.0,125.0,661297.4893,180935.7492,3961.0,4600
45,2022,2000000.0,1960,4.0,22,3.0,1.0,54.0,660246.69,177282.5,831.0,4428
46,2022,6107000.0,1950,3.0,7,3.0,1.0,106.0,665775.69,180573.0,2196.0,10649
47,2022,6107000.0,1950,3.0,7,4.0,1.0,106.0,665775.69,180573.0,2196.0,10649
48,2022,4050000.0,1958,3.0,13,2.0,3.0,50.0,666503.69,180218.5,1629.0,10004
49,2022,1169000.0,1970,4.0,23,4.0,2.0,116.0,669217.12,185020.91,5322.0,6642
50,2022,4700000.0,1970,8.0,17,4.0,4.0,91.0,669274.175,181373.9483,1845.0,9580
51,2022,6267000.0,2021,2.0,11,4.0,4.0,95.0,664273.12,178761.0,955.0,8531
52,2022,1375000.0,1980,8.0,24,3.0,7.0,70.0,668276.38,183521.5,4198.0,8053
53,2022,2560000.0,2023,3.0,18,3.0,4.0,50.0,662915.12,179487.2,2074.0,4988
54,2022,3120000.0,1937,4.0,11,2.0,0.0,52.0,663505.81,179328.7,1737.0,8531
55,2022,4505000.0,2026,3.0,9,5.0,3.0,119.0,661030.69,177636.41,917.0,4465
56,2022,4505000.0,2026,3.0,9,5.0,3.0,120.0,661030.69,177636.41,917.0,4465
57,2022,4505000.0,2026,3.0,9,5.0,5.0,120.0,661030.69,177636.41,917.0,4465
58,2022,4505000.0,2026,3.0,9,5.0,5.0,119.0,661030.69,177636.41,917.0,4465
59,2022,4590000.0,1960,5.0,25,3.0,0.0,98.0,661924.31,177358.8,370.0,6868
60,2022,3423000.0,2022,10.0,1,4.0,6.0,90.0,661494.5992,179085.0958,2144.0,4863
61,2022,2800000.0,1950,5.0,26,2.0,2.0,54.0,663376.62,181647.3,3976.0,6953
62,2022,2600000.0,1950,3.0,14,2.0,1.0,42.0,665416.62,179686.3,1469.0,10109
63,2022,3404000.0,1970,4.0,27,3.0,2.0,82.0,664951.62,181410.41,3252.0,8859
64,2022,2100000.0,1970,4.0,0,4.0,6.0,70.0,661887.81,182342.5,5108.0,5574
65,2022,3850000.0,1970,8.0,28,4.0,1.0,70.0,670095.19,181399.41,1609.0,10467
66,2022,4878000.0,2022,3.0,9,4.0,14.0,111.0,661030.69,177636.41,917.0,4465
67,2022,4878000.0,2022,3.0,9,5.0,14.0,122.0,661030.69,177636.41,917.0,4465
68,2022,2500000.0,1970,8.0,23,3.0,8.0,64.0,669762.4527,185382.4589,5491.0,6642
69,2022,6100000.0,2018,46.0,29,4.0,17.0,95.0,663858.8334,179735.6292,2010.0,10726
70,2022,3200000.0,1950,4.0,6,3.0,2.0,55.0,665035.62,179092.5,1027.0,8860
71,2022,3000000.0,2022,7.0,3,3.0,9.0,72.0,662506.5,178235.5,1017.0,7827
72,2022,2955070.0,2022,5.0,8,2.0,3.0,50.0,661898.5,177028.09,65.0,4533
73,2022,5900000.0,1930,3.0,11,3.0,1.0,99.0,664390.12,178759.0,916.0,8531
74,2022,1850000.0,1970,4.0,22,3.0,1.0,73.0,660001.3132,177005.4254,646.0,4428
75,2022,2250000.0,1970,4.0,30,3.0,1.0,72.0,661695.38,182030.5,4873.0,5407
76,2022,4650000.0,1950,2.0,9,3.0,0.0,107.0,661384.8446,177489.7804,666.0,4465
77,2022,5900000.0,2022,3.0,17,5.0,3.0,114.0,669214.19,180732.8,1256.0,9580
78,2022,9100000.0,1956,3.0,14,5.0,5.0,125.0,665698.88,179821.7,1508.0,10109
79,2022,2490000.0,1970,5.0,18,3.0,2.0,74.0,662925.7544,179245.8474,1842.0,4988
80,2022,2527000.0,2022,5.0,8,2.0,3.0,62.0,661898.5,177028.09,65.0,4533
81,2022,2580000.0,2025,4.0,12,2.0,4.0,59.0,662733.69,180728.0,3309.0,5756
82,2022,1650000.0,1970,18.0,6,3.0,20.0,93.0,664722.2646,178989.4761,1029.0,8860
83,2022,2100000.0,1950,3.0,31,5.0,1.0,100.0,662069.19,180114.09,2937.0,4402
84,2022,4125000.0,1970,4.0,5,3.0,4.0,75.0,666455.69,179615.09,1072.0,9233
85,2022,4560000.0,2018,46.0,29,3.0,14.0,74.0,663858.8334,179735.6292,2010.0,10726
86,2022,3150000.0,1950,3.0,31,4.0,2.0,130.0,662010.9858,180045.8292,2891.0,4402
87,2022,1350000.0,1955,3.0,13,4.0,2.0,103.0,666561.38,179920.2,1328.0,10004
88,2022,4450000.0,2025,3.0,14,2.0,-1.0,65.0,665592.19,179833.0,1553.0,10109
89,2022,4870000.0,2021,12.0,7,3.0,5.0,69.0,666259.31,179654.5,1171.0,10649
90,2022,3205000.0,2022,10.0,1,4.0,5.0,90.0,661494.5992,179085.0958,2144.0,4863
91,2022,1630000.0,1950,4.0,31,3.0,3.0,53.0,662200.62,180281.8,3055.0,4402
92,2022,6499000.0,2022,3.0,17,3.0,0.0,80.0,669214.19,180732.8,1256.0,9580
93,2022,8015000.0,2022,3.0,7,4.0,6.0,125.0,666268.38,180253.0,1736.0,10649
94,2022,8015000.0,2022,3.0,7,3.0,1.0,124.0,666268.38,180253.0,1736.0,10649
95,2022,8015000.0,2022,3.0,7,4.0,6.0,121.0,666268.38,180253.0,1736.0,10649
96,2022,8015000.0,2022,3.0,7,3.0,1.0,124.0,666268.38,180253.0,1736.0,10649
97,2022,8015000.0,2022,3.0,7,4.0,0.0,96.0,666268.38,180253.0,1736.0,10649
98,2022,8015000.0,2022,3.0,7,4.0,5.0,125.0,666268.38,180253.0,1736.0,10649
99,2022,8015000.0,2022,3.0,7,4.0,5.0,121.0,666268.38,180253.0,1736.0,10649
100,2022,8096000.0,2022,3.0,7,4.0,6.0,125.0,666268.38,180253.0,1736.0,10649
101,2022,8096000.0,2022,3.0,7,3.0,1.0,124.0,666268.38,180253.0,1736.0,10649
102,2022,8096000.0,2022,3.0,7,4.0,6.0,121.0,666268.38,180253.0,1736.0,10649
103,2022,8096000.0,2022,3.0,7,3.0,1.0,124.0,666268.38,180253.0,1736.0,10649
104,2022,8096000.0,2022,3.0,7,4.0,0.0,96.0,666268.38,180253.0,1736.0,10649
105,2022,8096000.0,2022,3.0,7,4.0,5.0,125.0,666268.38,180253.0,1736.0,10649
106,2022,8096000.0,2022,3.0,7,4.0,5.0,121.0,666268.38,180253.0,1736.0,10649
107,2022,8149000.0,2022,3.0,7,4.0,6.0,125.0,666268.38,180253.0,1736.0,10649
108,2022,8149000.0,2022,3.0,7,3.0,1.0,124.0,666268.38,180253.0,1736.0,10649
109,2022,8149000.0,2022,3.0,7,4.0,6.0,121.0,666268.38,180253.0,1736.0,10649
110,2022,8149000.0,2022,3.0,7,3.0,1.0,124.0,666268.38,180253.0,1736.0,10649
111,2022,8149000.0,2022,3.0,7,4.0,0.0,96.0,666268.38,180253.0,1736.0,10649
112,2022,8149000.0,2022,3.0,7,4.0,5.0,125.0,666268.38,180253.0,1736.0,10649
113,2022,8149000.0,2022,3.0,7,4.0,5.0,121.0,666268.38,180253.0,1736.0,10649
114,2022,2000000.0,1960,3.0,19,4.0,2.0,75.0,668080.62,180779.09,1660.0,7837
115,2022,3210000.0,1960,4.0,4,2.0,4.0,134.0,660875.5,178306.0,1602.0,4634
116,2022,5075000.0,2023,3.0,13,3.0,2.0,73.0,667029.12,180574.0,1799.0,10004
117,2022,2000000.0,1970,8.0,4,4.0,1.0,67.0,661253.69,177786.0,988.0,4634
118,2022,7255000.0,2022,2.0,32,4.0,4.0,119.0,667569.2759,180200.131,1273.0,10769
119,2022,9100000.0,1930,4.0,14,4.0,6.0,108.0,665207.5,179731.0,1578.0,10109
120,2022,4020000.0,1950,3.0,6,3.0,2.0,70.0,665589.88,178972.2,737.0,8860
121,2022,5200000.0,1970,8.0,17,3.0,3.0,84.0,669778.88,180995.8,1326.0,9580
122,2022,2000000.0,1960,3.0,8,3.0,3.0,71.0,660765.62,176949.41,350.0,4533
123,2022,3952000.0,2021,46.0,7,2.0,23.0,53.0,665937.2225,179618.09,1239.0,10649
124,2022,3952000.0,2021,46.0,7,2.0,23.0,57.0,665937.2225,179618.09,1239.0,10649
125,2022,3952000.0,2021,46.0,7,2.0,23.0,55.0,665937.2225,179618.09,1239.0,10649
126,2022,3952000.0,2021,46.0,7,2.0,23.0,53.0,665937.2225,179618.09,1239.0,10649
127,2022,3952000.0,2021,46.0,7,2.0,23.0,57.0,665937.2225,179618.09,1239.0,10649
128,2022,3952000.0,2021,46.0,7,2.0,23.0,53.0,665937.2225,179618.09,1239.0,10649
129,2022,3952000.0,2021,46.0,7,2.0,23.0,53.0,665937.2225,179618.09,1239.0,10649
130,2022,3952000.0,2021,46.0,7,2.0,23.0,53.0,665937.2225,179618.09,1239.0,10649
131,2022,3952000.0,2021,46.0,7,2.0,23.0,53.0,665937.2225,179618.09,1239.0,10649
132,2022,3952000.0,2021,46.0,7,2.0,23.0,57.0,665937.2225,179618.09,1239.0,10649
133,2022,3952000.0,2021,46.0,7,2.0,10.0,53.0,665937.2225,179618.09,1239.0,10649
134,2022,3952000.0,2021,46.0,7,2.0,10.0,57.0,665937.2225,179618.09,1239.0,10649
135,2022,3952000.0,2021,46.0,7,2.0,10.0,57.0,665937.2225,179618.09,1239.0,10649
136,2022,3952000.0,2021,46.0,7,2.0,10.0,53.0,665937.2225,179618.09,1239.0,10649
137,2022,3952000.0,2021,46.0,7,2.0,10.0,53.0,665937.2225,179618.09,1239.0,10649
138,2022,3952000.0,2021,46.0,7,2.0,10.0,53.0,665937.2225,179618.09,1239.0,10649
139,2022,3952000.0,2021,46.0,7,2.0,10.0,57.0,665937.2225,179618.09,1239.0,10649
140,2022,3952000.0,2021,46.0,7,2.0,10.0,57.0,665937.2225,179618.09,1239.0,10649
141,2022,3952000.0,2021,46.0,7,2.0,10.0,55.0,665937.2225,179618.09,1239.0,10649
142,2022,3952000.0,2021,46.0,7,2.0,10.0,53.0,665937.2225,179618.09,1239.0,10649
143,2022,3952000.0,2021,46.0,7,2.0,10.0,53.0,665937.2225,179618.09,1239.0,10649
144,2022,3952000.0,2021,46.0,7,2.0,10.0,53.0,665937.2225,179618.09,1239.0,10649
145,2022,5009000.0,2020,3.0,9,5.0,14.0,122.0,661030.69,177636.41,917.0,4465
146,2022,1820000.0,1960,4.0,22,2.5,1.0,54.0,659873.0074,176992.7104,674.0,4428
147,2022,4350000.0,1950,3.0,6,3.0,3.0,58.0,665388.12,179059.59,884.0,8860
148,2022,3620000.0,1950,3.0,33,4.0,3.0,60.0,663507.12,180814.91,3145.0,7993
149,2022,15011000.0,2023,3.0,13,6.0,4.0,157.0,667029.12,180574.0,1799.0,10004
150,2022,3050000.0,1960,7.0,34,2.0,2.0,42.0,666836.0488,181107.4525,2366.0,9397
151,2022,6100000.0,1995,9.0,32,5.0,2.0,125.0,667669.4719,180182.9618,1225.0,10769
152,2022,5860000.0,2024,1.0,14,3.0,1.0,76.0,665440.81,179712.8,1487.0,10109
153,2022,5860000.0,2024,1.0,14,3.0,1.0,76.0,665440.81,179712.8,1487.0,10109
154,2022,4056000.0,2022,3.0,14,2.0,2.0,54.0,665599.88,179884.41,1599.0,10109
155,2022,2129000.0,2022,5.0,8,2.0,2.0,51.0,661898.5,177028.09,65.0,4533
156,2022,1800000.0,1950,3.0,31,3.0,1.0,84.0,662010.9858,180045.8292,2891.0,4402
157,2022,7300000.0,2022,2.0,32,4.0,4.0,120.0,667569.2759,180200.131,1273.0,10769
158,2022,4616000.0,2022,3.0,9,4.0,14.0,111.0,661030.69,177636.41,917.0,4465
159,2022,5500000.0,2013,1.0,11,3.0,1.0,75.0,664364.921,178636.2864,807.0,8531
160,2022,616667.0,1970,4.0,22,2.0,1.0,48.0,660107.69,177258.09,852.0,4428
161,2022,5250000.0,1960,3.0,35,4.0,1.0,86.0,664405.5,178299.0,475.0,6445
162,2022,3755000.0,2025,9.0,0,5.0,11.0,129.0,662142.81,182116.8,4813.0,5574
163,2022,4125000.0,1960,4.0,5,2.0,2.0,63.0,666752.81,178951.2,348.0,9233
164,2022,2940000.0,2022,4.0,0,3.0,1.0,83.0,662077.5,182294.91,5003.0,5574
165,2022,5700000.0,1950,4.0,13,4.0,6.0,85.0,666747.31,180318.0,1646.0,10004
166,2022,2956000.0,2025,4.0,26,4.0,1.0,90.0,663120.12,181654.09,4064.0,6953
167,2022,2956000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
168,2022,2956000.0,2025,4.0,26,2.0,4.0,87.0,663120.12,181654.09,4064.0,6953
169,2022,2956000.0,2025,4.0,26,4.0,4.0,89.0,663120.12,181654.09,4064.0,6953
170,2022,2956000.0,2025,4.0,26,2.0,2.0,87.0,663120.12,181654.09,4064.0,6953
171,2022,2956000.0,2025,4.0,26,3.0,1.0,78.0,663120.12,181654.09,4064.0,6953
172,2022,2956000.0,2025,4.0,26,4.0,2.0,90.0,663120.12,181654.09,4064.0,6953
173,2022,2956000.0,2025,4.0,26,4.0,2.0,89.0,663120.12,181654.09,4064.0,6953
174,2022,2956000.0,2025,4.0,26,4.5,3.0,111.0,663120.12,181654.09,4064.0,6953
175,2022,2956000.0,2025,4.0,26,4.0,4.0,98.0,663120.12,181654.09,4064.0,6953
176,2022,2956000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
177,2022,2956000.0,2025,4.0,26,4.0,2.0,98.0,663120.12,181654.09,4064.0,6953
178,2022,2956000.0,2025,4.0,26,4.0,2.0,89.0,663120.12,181654.09,4064.0,6953
179,2022,2956000.0,2025,4.0,26,2.0,3.0,87.0,663120.12,181654.09,4064.0,6953
180,2022,2956000.0,2025,4.0,26,4.0,4.0,89.0,663120.12,181654.09,4064.0,6953
181,2022,2956000.0,2025,4.0,26,4.5,4.0,89.0,663120.12,181654.09,4064.0,6953
182,2022,2956000.0,2025,4.0,26,4.5,4.0,111.0,663120.12,181654.09,4064.0,6953
183,2022,2956000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
184,2022,2956000.0,2025,4.0,26,4.0,3.0,87.0,663120.12,181654.09,4064.0,6953
185,2022,2956000.0,2025,4.0,26,4.0,4.0,87.0,663120.12,181654.09,4064.0,6953
186,2022,2956000.0,2025,4.0,26,4.0,2.0,87.0,663120.12,181654.09,4064.0,6953
187,2022,3059000.0,2025,4.0,26,4.0,1.0,90.0,663120.12,181654.09,4064.0,6953
188,2022,3059000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
189,2022,3059000.0,2025,4.0,26,2.0,4.0,87.0,663120.12,181654.09,4064.0,6953
190,2022,3059000.0,2025,4.0,26,4.0,4.0,89.0,663120.12,181654.09,4064.0,6953
191,2022,3059000.0,2025,4.0,26,2.0,2.0,87.0,663120.12,181654.09,4064.0,6953
192,2022,3059000.0,2025,4.0,26,3.0,1.0,78.0,663120.12,181654.09,4064.0,6953
193,2022,3059000.0,2025,4.0,26,4.0,2.0,90.0,663120.12,181654.09,4064.0,6953
194,2022,3059000.0,2025,4.0,26,4.0,2.0,89.0,663120.12,181654.09,4064.0,6953
195,2022,3059000.0,2025,4.0,26,4.5,3.0,111.0,663120.12,181654.09,4064.0,6953
196,2022,3059000.0,2025,4.0,26,4.0,4.0,98.0,663120.12,181654.09,4064.0,6953
197,2022,3059000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
198,2022,3059000.0,2025,4.0,26,4.0,2.0,98.0,663120.12,181654.09,4064.0,6953
199,2022,3059000.0,2025,4.0,26,4.0,2.0,89.0,663120.12,181654.09,4064.0,6953
200,2022,3059000.0,2025,4.0,26,2.0,3.0,87.0,663120.12,181654.09,4064.0,6953
201,2022,3059000.0,2025,4.0,26,4.0,4.0,89.0,663120.12,181654.09,4064.0,6953
202,2022,3059000.0,2025,4.0,26,4.5,4.0,89.0,663120.12,181654.09,4064.0,6953
203,2022,3059000.0,2025,4.0,26,4.5,4.0,111.0,663120.12,181654.09,4064.0,6953
204,2022,3059000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
205,2022,3059000.0,2025,4.0,26,4.0,3.0,87.0,663120.12,181654.09,4064.0,6953
206,2022,3059000.0,2025,4.0,26,4.0,4.0,87.0,663120.12,181654.09,4064.0,6953
207,2022,3059000.0,2025,4.0,26,4.0,2.0,87.0,663120.12,181654.09,4064.0,6953
208,2022,3234000.0,2025,4.0,26,4.0,1.0,90.0,663120.12,181654.09,4064.0,6953
209,2022,3234000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
210,2022,3234000.0,2025,4.0,26,2.0,4.0,87.0,663120.12,181654.09,4064.0,6953
211,2022,3234000.0,2025,4.0,26,4.0,4.0,89.0,663120.12,181654.09,4064.0,6953
212,2022,3234000.0,2025,4.0,26,2.0,2.0,87.0,663120.12,181654.09,4064.0,6953
213,2022,3234000.0,2025,4.0,26,3.0,1.0,78.0,663120.12,181654.09,4064.0,6953
214,2022,3234000.0,2025,4.0,26,4.0,2.0,90.0,663120.12,181654.09,4064.0,6953
215,2022,3234000.0,2025,4.0,26,4.0,2.0,89.0,663120.12,181654.09,4064.0,6953
216,2022,3234000.0,2025,4.0,26,4.5,3.0,111.0,663120.12,181654.09,4064.0,6953
217,2022,3234000.0,2025,4.0,26,4.0,4.0,98.0,663120.12,181654.09,4064.0,6953
218,2022,3234000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
219,2022,3234000.0,2025,4.0,26,4.0,2.0,98.0,663120.12,181654.09,4064.0,6953
220,2022,3234000.0,2025,4.0,26,4.0,2.0,89.0,663120.12,181654.09,4064.0,6953
221,2022,3234000.0,2025,4.0,26,2.0,3.0,87.0,663120.12,181654.09,4064.0,6953
222,2022,3234000.0,2025,4.0,26,4.0,4.0,89.0,663120.12,181654.09,4064.0,6953
223,2022,3234000.0,2025,4.0,26,4.5,4.0,89.0,663120.12,181654.09,4064.0,6953
224,2022,3234000.0,2025,4.0,26,4.5,4.0,111.0,663120.12,181654.09,4064.0,6953
225,2022,3234000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
226,2022,3234000.0,2025,4.0,26,4.0,3.0,87.0,663120.12,181654.09,4064.0,6953
227,2022,3234000.0,2025,4.0,26,4.0,4.0,87.0,663120.12,181654.09,4064.0,6953
228,2022,3234000.0,2025,4.0,26,4.0,2.0,87.0,663120.12,181654.09,4064.0,6953
229,2022,2999000.0,2025,4.0,26,4.0,1.0,90.0,663120.12,181654.09,4064.0,6953
230,2022,2999000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
231,2022,2999000.0,2025,4.0,26,2.0,4.0,87.0,663120.12,181654.09,4064.0,6953
232,2022,2999000.0,2025,4.0,26,4.0,4.0,89.0,663120.12,181654.09,4064.0,6953
233,2022,2999000.0,2025,4.0,26,2.0,2.0,87.0,663120.12,181654.09,4064.0,6953
234,2022,2999000.0,2025,4.0,26,3.0,1.0,78.0,663120.12,181654.09,4064.0,6953
235,2022,2999000.0,2025,4.0,26,4.0,2.0,90.0,663120.12,181654.09,4064.0,6953
236,2022,2999000.0,2025,4.0,26,4.0,2.0,89.0,663120.12,181654.09,4064.0,6953
237,2022,2999000.0,2025,4.0,26,4.5,3.0,111.0,663120.12,181654.09,4064.0,6953
238,2022,2999000.0,2025,4.0,26,4.0,4.0,98.0,663120.12,181654.09,4064.0,6953
239,2022,2999000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
240,2022,2999000.0,2025,4.0,26,4.0,2.0,98.0,663120.12,181654.09,4064.0,6953
241,2022,2999000.0,2025,4.0,26,4.0,2.0,89.0,663120.12,181654.09,4064.0,6953
242,2022,2999000.0,2025,4.0,26,2.0,3.0,87.0,663120.12,181654.09,4064.0,6953
243,2022,2999000.0,2025,4.0,26,4.0,4.0,89.0,663120.12,181654.09,4064.0,6953
244,2022,2999000.0,2025,4.0,26,4.5,4.0,89.0,663120.12,181654.09,4064.0,6953
245,2022,2999000.0,2025,4.0,26,4.5,4.0,111.0,663120.12,181654.09,4064.0,6953
246,2022,2999000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
247,2022,2999000.0,2025,4.0,26,4.0,3.0,87.0,663120.12,181654.09,4064.0,6953
248,2022,2999000.0,2025,4.0,26,4.0,4.0,87.0,663120.12,181654.09,4064.0,6953
249,2022,2999000.0,2025,4.0,26,4.0,2.0,87.0,663120.12,181654.09,4064.0,6953
250,2022,2970000.0,2025,4.0,26,4.0,1.0,90.0,663120.12,181654.09,4064.0,6953
251,2022,2970000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
252,2022,2970000.0,2025,4.0,26,2.0,4.0,87.0,663120.12,181654.09,4064.0,6953
253,2022,2970000.0,2025,4.0,26,4.0,4.0,89.0,663120.12,181654.09,4064.0,6953
254,2022,2970000.0,2025,4.0,26,2.0,2.0,87.0,663120.12,181654.09,4064.0,6953
255,2022,2970000.0,2025,4.0,26,3.0,1.0,78.0,663120.12,181654.09,4064.0,6953
256,2022,2970000.0,2025,4.0,26,4.0,2.0,90.0,663120.12,181654.09,4064.0,6953
257,2022,2970000.0,2025,4.0,26,4.0,2.0,89.0,663120.12,181654.09,4064.0,6953
258,2022,2970000.0,2025,4.0,26,4.5,3.0,111.0,663120.12,181654.09,4064.0,6953
259,2022,2970000.0,2025,4.0,26,4.0,4.0,98.0,663120.12,181654.09,4064.0,6953
260,2022,2970000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
261,2022,2970000.0,2025,4.0,26,4.0,2.0,98.0,663120.12,181654.09,4064.0,6953
262,2022,2970000.0,2025,4.0,26,4.0,2.0,89.0,663120.12,181654.09,4064.0,6953
263,2022,2970000.0,2025,4.0,26,2.0,3.0,87.0,663120.12,181654.09,4064.0,6953
264,2022,2970000.0,2025,4.0,26,4.0,4.0,89.0,663120.12,181654.09,4064.0,6953
265,2022,2970000.0,2025,4.0,26,4.5,4.0,89.0,663120.12,181654.09,4064.0,6953
266,2022,2970000.0,2025,4.0,26,4.5,4.0,111.0,663120.12,181654.09,4064.0,6953
267,2022,2970000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
268,2022,2970000.0,2025,4.0,26,4.0,3.0,87.0,663120.12,181654.09,4064.0,6953
269,2022,2970000.0,2025,4.0,26,4.0,4.0,87.0,663120.12,181654.09,4064.0,6953
270,2022,2970000.0,2025,4.0,26,4.0,2.0,87.0,663120.12,181654.09,4064.0,6953
271,2022,2933000.0,2025,4.0,26,4.0,1.0,90.0,663120.12,181654.09,4064.0,6953
272,2022,2933000.0,2025,4.0,26,4.0,3.0,89.0,663120.12,181654.09,4064.0,6953
273,2022,2933000.0,2025,4.0,26,2.0,4.0,87.0,663120.12,181654.09,4064.0,6953
274,2022,2933000.0,2025,4.0,26,4.0,4.0,89.0,663120.12,181654.09,4064.0,6953
275,2022,2933000.0,2025,4.0,26,2.0,2.0,87.0,663120.12,181654.09,4064.0,6953
276,2022,2933000.0,2025,4.0,26,3.0,1.0,78.0,663120.12,181654.09,4064.0,6953
